id,name,type,area,description,tags,mood,lat,lng,estimated_cost,rating,popularity,url
curated_adlabs_imagica_khopoli,Adlabs Imagica Khopoli,activity,Khopoli,"theme_park, water_park in Khopoli. Popular hangout activity for groups.",theme_park; water_park,fun; adventure,18.7965,73.288,1500,4,85,https://www.google.com/maps/search/?api=1&query=18.7965%2C73.288%20(Adlabs%20Imagica%20Khopoli)
curated_snow_world_phoenix_marketcity_kurla,Snow World Phoenix Marketcity Kurla,activity,Kurla,"snow, theme_park in Kurla. Popular hangout activity for groups.",snow; theme_park,fun; adventure,19.0864,72.8897,1000,3.9,76,https://www.google.com/maps/search/?api=1&query=19.0864%2C72.8897%20(Snow%20World%20Phoenix%20Marketcity%20Kurla)
curated_inox_nakshatra_mall_dadar,INOX Nakshatra Mall Dadar,activity,Dadar,"cinema, movie in Dadar. Popular hangout activity for groups.",cinema; movie,fun; chill,19.0171,72.845,300,4,74,https://www.google.com/maps/search/?api=1&query=19.0171%2C72.845%20(INOX%20Nakshatra%20Mall%20Dadar)
curated_pvr_oberoi_mall_goregaon,PVR Oberoi Mall Goregaon,activity,Goregaon,"cinema, movie in Goregaon. Popular hangout activity for groups.",cinema; movie,fun; chill,19.173,72.862,300,4,76,https://www.google.com/maps/search/?api=1&query=19.173%2C72.862%20(PVR%20Oberoi%20Mall%20Goregaon)
curated_cinepolis_viviana_mall_thane,Cinepolis Viviana Mall Thane,activity,Thane West,"cinema, movie in Thane West. Popular hangout activity for groups.",cinema; movie,fun; chill; romantic,19.2094,72.9707,300,4.2,80,https://www.google.com/maps/search/?api=1&query=19.2094%2C72.9707%20(Cinepolis%20Viviana%20Mall%20Thane)
curated_inox_inorbit_mall_malad,INOX Inorbit Mall Malad,activity,Malad,"cinema, movie in Malad. Popular hangout activity for groups.",cinema; movie,fun; chill,19.1726,72.8355,300,4,78,https://www.google.com/maps/search/?api=1&query=19.1726%2C72.8355%20(INOX%20Inorbit%20Mall%20Malad)
curated_pvr_phoenix_marketcity_kurla,PVR Phoenix Marketcity Kurla,activity,Kurla,"cinema, movie in Kurla. Popular hangout activity for groups.",cinema; movie,fun; chill; romantic,19.0864,72.8897,350,4.1,82,https://www.google.com/maps/search/?api=1&query=19.0864%2C72.8897%20(PVR%20Phoenix%20Marketcity%20Kurla)
curated_inox_r_city_mall_ghatkopar,INOX R City Mall Ghatkopar,activity,Ghatkopar,"cinema, movie in Ghatkopar. Popular hangout activity for groups.",cinema; movie,fun; chill; romantic,19.0863,72.9165,350,4.2,84,https://www.google.com/maps/search/?api=1&query=19.0863%2C72.9165%20(INOX%20R%20City%20Mall%20Ghatkopar)
curated_pvr_juhu,PVR Juhu,activity,Juhu,"cinema, movie in Juhu. Popular hangout activity for groups.",cinema; movie,fun; chill; romantic,19.1035,72.829,350,4.1,82,https://www.google.com/maps/search/?api=1&query=19.1035%2C72.829%20(PVR%20Juhu)
curated_pvr_icon_phoenix_palladium,PVR Icon Phoenix Palladium,activity,Lower Parel,"cinema, movie in Lower Parel. Popular hangout activity for groups.",cinema; movie,fun; chill; romantic,18.9945,72.8252,400,4.3,90,https://www.google.com/maps/search/?api=1&query=18.9945%2C72.8252%20(PVR%20Icon%20Phoenix%20Palladium)
curated_ekart_bandra_kurla_complex,EKart Bandra Kurla Complex,activity,BKC,go_kart in BKC. Popular hangout activity for groups.,go_kart,fun; adventure,19.065,72.868,600,3.9,74,https://www.google.com/maps/search/?api=1&query=19.065%2C72.868%20(EKart%20Bandra%20Kurla%20Complex)
curated_hakone_entertainment_centre_powai,Hakone Entertainment Centre Powai,activity,Powai,"go_kart, gaming in Powai. Popular hangout activity for groups.",go_kart; gaming,fun; adventure,19.1187,72.9103,700,4,82,https://www.google.com/maps/search/?api=1&query=19.1187%2C72.9103%20(Hakone%20Entertainment%20Centre%20Powai)
curated_bounce_bandra,Bounce Bandra,activity,Bandra West,"trampoline, bounce in Bandra West. Popular hangout activity for groups.",trampoline; bounce,fun; adventure,19.057,72.835,1000,4.2,88,https://www.google.com/maps/search/?api=1&query=19.057%2C72.835%20(Bounce%20Bandra)
curated_skyjumper_trampoline_park_kalyan,SkyJumper Trampoline Park Kalyan,activity,Kalyan,trampoline in Kalyan. Popular hangout activity for groups.,trampoline,fun; adventure,19.2437,73.1355,800,4.1,78,https://www.google.com/maps/search/?api=1&query=19.2437%2C73.1355%20(SkyJumper%20Trampoline%20Park%20Kalyan)
curated_bounce_infinity_mall_malad,Bounce Infinity Mall Malad,activity,Malad,"trampoline, bounce in Malad. Popular hangout activity for groups.",trampoline; bounce,fun; adventure,19.1845,72.8349,1000,4.3,92,https://www.google.com/maps/search/?api=1&query=19.1845%2C72.8349%20(Bounce%20Infinity%20Mall%20Malad)
curated_clue_hunt_andheri,Clue Hunt Andheri,activity,Andheri West,escape_room in Andheri West. Popular hangout activity for groups.,escape_room,fun; adventure,19.126,72.835,800,4.3,82,https://www.google.com/maps/search/?api=1&query=19.126%2C72.835%20(Clue%20Hunt%20Andheri)
curated_escape_room_mumbai_borivali,Escape Room Mumbai Borivali,activity,Borivali,escape_room in Borivali. Popular hangout activity for groups.,escape_room,fun; adventure,19.2291,72.8574,700,4,72,https://www.google.com/maps/search/?api=1&query=19.2291%2C72.8574%20(Escape%20Room%20Mumbai%20Borivali)
curated_lock_n_escape_thane,Lock N Escape Thane,activity,Thane West,escape_room in Thane West. Popular hangout activity for groups.,escape_room,fun; adventure,19.196,72.963,750,4.2,80,https://www.google.com/maps/search/?api=1&query=19.196%2C72.963%20(Lock%20N%20Escape%20Thane)
curated_breakout_escape_room_andheri,Breakout Escape Room Andheri,activity,Andheri West,escape_room in Andheri West. Popular hangout activity for groups.,escape_room,fun; adventure,19.1315,72.829,900,4.3,84,https://www.google.com/maps/search/?api=1&query=19.1315%2C72.829%20(Breakout%20Escape%20Room%20Andheri)
curated_breakout_escape_room_bandra,Breakout Escape Room Bandra,activity,Bandra West,escape_room in Bandra West. Popular hangout activity for groups.,escape_room,fun; adventure,19.0621,72.8348,900,4.4,87,https://www.google.com/maps/search/?api=1&query=19.0621%2C72.8348%20(Breakout%20Escape%20Room%20Bandra)
curated_mystery_rooms_lower_parel,Mystery Rooms Lower Parel,activity,Lower Parel,escape_room in Lower Parel. Popular hangout activity for groups.,escape_room,fun; adventure,19.003,72.827,850,4.3,85,https://www.google.com/maps/search/?api=1&query=19.003%2C72.827%20(Mystery%20Rooms%20Lower%20Parel)
curated_mystery_rooms_bandra,Mystery Rooms Bandra,activity,Bandra West,escape_room in Bandra West. Popular hangout activity for groups.,escape_room,fun; adventure,19.059,72.834,800,4.4,88,https://www.google.com/maps/search/?api=1&query=19.059%2C72.834%20(Mystery%20Rooms%20Bandra)
curated_mystery_rooms_andheri,Mystery Rooms Andheri,activity,Andheri West,escape_room in Andheri West. Popular hangout activity for groups.,escape_room,fun; adventure,19.1352,72.8324,800,4.5,90,https://www.google.com/maps/search/?api=1&query=19.1352%2C72.8324%20(Mystery%20Rooms%20Andheri)
curated_play_arena_malad,Play Arena Malad,activity,Malad,"gaming, vr, arcade in Malad. Popular hangout activity for groups.",gaming; vr; arcade,fun; adventure,19.187,72.849,600,4,74,https://www.google.com/maps/search/?api=1&query=19.187%2C72.849%20(Play%20Arena%20Malad)
curated_funcity_inorbit_mall_vashi,Funcity Inorbit Mall Vashi,activity,Vashi,"arcade, gaming in Vashi. Popular hangout activity for groups.",arcade; gaming,fun,19.066,73.0013,400,3.9,70,https://www.google.com/maps/search/?api=1&query=19.066%2C73.0013%20(Funcity%20Inorbit%20Mall%20Vashi)
curated_amoeba_andheri,Amoeba Andheri,activity,Andheri West,"gaming, sports_bar, bowling in Andheri West. Popular hangout activity for groups.",gaming; sports_bar; bowling,fun; adventure,19.1344,72.8289,700,4.1,80,https://www.google.com/maps/search/?api=1&query=19.1344%2C72.8289%20(Amoeba%20Andheri)
curated_fun_city_viviana_mall_thane,Fun City Viviana Mall Thane,activity,Thane West,"arcade, gaming in Thane West. Popular hangout activity for groups.",arcade; gaming,fun,19.2094,72.9707,400,4,75,https://www.google.com/maps/search/?api=1&query=19.2094%2C72.9707%20(Fun%20City%20Viviana%20Mall%20Thane)
curated_fun_city_growels_101_kandivali,Fun City Growels 101 Kandivali,activity,Kandivali,"arcade, gaming in Kandivali. Popular hangout activity for groups.",arcade; gaming,fun,19.2048,72.8522,400,3.9,72,https://www.google.com/maps/search/?api=1&query=19.2048%2C72.8522%20(Fun%20City%20Growels%20101%20Kandivali)
curated_game_palacio_high_street_phoenix,Game Palacio High Street Phoenix,activity,Lower Parel,"bowling, arcade, gaming in Lower Parel. Popular hangout activity for groups.",bowling; arcade; gaming,fun; adventure,18.9949,72.8245,900,4.2,86,https://www.google.com/maps/search/?api=1&query=18.9949%2C72.8245%20(Game%20Palacio%20High%20Street%20Phoenix)
curated_smaaash_bkc,Smaaash BKC,activity,Bandra East,"arcade, bowling, gaming in Bandra East. Popular hangout activity for groups.",arcade; bowling; gaming,fun; adventure,19.0662,72.8654,800,4,82,https://www.google.com/maps/search/?api=1&query=19.0662%2C72.8654%20(Smaaash%20BKC)
curated_smaaash_kamala_mills_lower_parel,Smaaash Kamala Mills Lower Parel,activity,Lower Parel,"arcade, bowling, gaming, vr in Lower Parel. Popular hangout activity for groups.",arcade; bowling; gaming; vr,fun; adventure,19.0048,72.8264,800,4.1,88,https://www.google.com/maps/search/?api=1&query=19.0048%2C72.8264%20(Smaaash%20Kamala%20Mills%20Lower%20Parel)
curated_timezone_viviana_mall_thane,Timezone Viviana Mall Thane,activity,Thane West,"arcade, gaming, bowling in Thane West. Popular hangout activity for groups.",arcade; gaming; bowling,fun; adventure,19.2094,72.9707,500,4.3,88,https://www.google.com/maps/search/?api=1&query=19.2094%2C72.9707%20(Timezone%20Viviana%20Mall%20Thane)
curated_timezone_oberoi_mall_goregaon,Timezone Oberoi Mall Goregaon,activity,Goregaon,"arcade, gaming in Goregaon. Popular hangout activity for groups.",arcade; gaming,fun; adventure,19.173,72.862,500,4,78,https://www.google.com/maps/search/?api=1&query=19.173%2C72.862%20(Timezone%20Oberoi%20Mall%20Goregaon)
curated_timezone_phoenix_marketcity_kurla,Timezone Phoenix Marketcity Kurla,activity,Kurla,"arcade, gaming in Kurla. Popular hangout activity for groups.",arcade; gaming,fun; adventure,19.0864,72.8897,500,4,80,https://www.google.com/maps/search/?api=1&query=19.0864%2C72.8897%20(Timezone%20Phoenix%20Marketcity%20Kurla)
curated_timezone_r_city_mall_ghatkopar,Timezone R City Mall Ghatkopar,activity,Ghatkopar,"arcade, gaming, bowling in Ghatkopar. Popular hangout activity for groups.",arcade; gaming; bowling,fun; adventure,19.0863,72.9165,500,4.1,82,https://www.google.com/maps/search/?api=1&query=19.0863%2C72.9165%20(Timezone%20R%20City%20Mall%20Ghatkopar)
curated_timezone_inorbit_mall_malad,Timezone Inorbit Mall Malad,activity,Malad,"arcade, gaming, bowling in Malad. Popular hangout activity for groups.",arcade; gaming; bowling,fun; adventure,19.1726,72.8355,500,4.2,85,https://www.google.com/maps/search/?api=1&query=19.1726%2C72.8355%20(Timezone%20Inorbit%20Mall%20Malad)
osm_8244f550241b84f6,Tat,restaurant,Ghatkopar,restaurant in Ghatkopar,restaurant,fun; romantic,19.0948704,72.9219369,650,4,40,https://www.google.com/maps/search/?api=1&query=19.0948704%2C72.9219369%20(Tat)
osm_d4d6ffab4ad24327,Mia Cucina,restaurant,Ghatkopar,restaurant in Ghatkopar,restaurant,fun; romantic,19.094645,72.9214652,650,4,40,https://www.google.com/maps/search/?api=1&query=19.094645%2C72.9214652%20(Mia%20Cucina)
osm_4d8f70ac27852464,Butterfly High,restaurant,Ghatkopar,restaurant in Ghatkopar,restaurant,fun; romantic,19.0946931,72.9214007,650,4,40,https://www.google.com/maps/search/?api=1&query=19.0946931%2C72.9214007%20(Butterfly%20High)
osm_1438b7ec58f77529,Bombay Island Coffee Company,cafe,Ghatkopar,coffee_shop spot in Ghatkopar,cafe; coffee_shop,chill; fun; romantic,19.0931818,72.9202351,320,4,40,https://www.google.com/maps/search/?api=1&query=19.0931818%2C72.9202351%20(Bombay%20Island%20Coffee%20Company)
osm_f5493cd54e23a1fa,Jaswantrai Mehta Udyan,outdoor,Ghatkopar,park in Ghatkopar,outdoor; park,chill; romantic,19.0832386,72.9070832,120,4,40,https://www.google.com/maps/search/?api=1&query=19.0832386%2C72.9070832%20(Jaswantrai%20Mehta%20Udyan)
osm_f97907255cea43ea,Street Food Stalls,restaurant,Ghatkopar,fast food in Ghatkopar,restaurant; fast_food,fun; romantic,19.0850341,72.9085471,650,4,40,https://www.google.com/maps/search/?api=1&query=19.0850341%2C72.9085471%20(Street%20Food%20Stalls)
osm_87826c5b1ad87b81,Pantnagar Garden,outdoor,Ghatkopar,park in Ghatkopar,outdoor; park,chill; romantic,19.0834886,72.9115928,120,4,40,https://www.google.com/maps/search/?api=1&query=19.0834886%2C72.9115928%20(Pantnagar%20Garden)
osm_dba8638cccd10269,Pramodji Mahajan Recreation Ground,outdoor,Ghatkopar,park in Ghatkopar,outdoor; park,chill; romantic,19.0868916,72.8913193,120,4,40,https://www.google.com/maps/search/?api=1&query=19.0868916%2C72.8913193%20(Pramodji%20Mahajan%20Recreation%20Ground)
osm_f24898a88499e29d,park 1,outdoor,Ghatkopar,park in Ghatkopar,outdoor; park,chill; romantic,19.0809367,72.91014,120,4,40,https://www.google.com/maps/search/?api=1&query=19.0809367%2C72.91014%20(park%201)
osm_23f98313eda810fb,Joggers Park,outdoor,Ghatkopar,park in Ghatkopar,outdoor; park,chill; romantic,19.0942888,72.8936422,120,4,40,https://www.google.com/maps/search/?api=1&query=19.0942888%2C72.8936422%20(Joggers%20Park)
osm_32a9861ccea855f5,Shreyas Garden Park,outdoor,Ghatkopar,park in Ghatkopar,outdoor; park,chill; romantic,19.0947118,72.9131611,120,4,58,https://www.google.com/maps/search/?api=1&query=19.0947118%2C72.9131611%20(Shreyas%20Garden%20Park)
osm_0750969ff47f3002,rajawadi fish  garden,outdoor,Ghatkopar,park in Ghatkopar,outdoor; park,chill; romantic,19.0807462,72.9018368,120,4,58,https://www.google.com/maps/search/?api=1&query=19.0807462%2C72.9018368%20(rajawadi%20fish%20%20garden)
osm_3e61de5498eb8915,Munisurat Garden Pillar,outdoor,Ghatkopar,park in Ghatkopar,outdoor; park,chill; romantic,19.0849391,72.9040416,120,4,58,https://www.google.com/maps/search/?api=1&query=19.0849391%2C72.9040416%20(Munisurat%20Garden%20Pillar)
osm_799d280a02cdf213,Jijamata,outdoor,Ghatkopar,park in Ghatkopar,outdoor; park,chill; romantic,19.0939783,72.894633,120,4,40,https://www.google.com/maps/search/?api=1&query=19.0939783%2C72.894633%20(Jijamata)
osm_b3d6901a095b485d,Subhash Chandra Bose Garden,outdoor,Ghatkopar,park in Ghatkopar,outdoor; park,chill; romantic,19.0874273,72.9151203,120,4,50,https://www.google.com/maps/search/?api=1&query=19.0874273%2C72.9151203%20(Subhash%20Chandra%20Bose%20Garden)
osm_b11e6a7331b9b636,Damodar Park,outdoor,Ghatkopar,park in Ghatkopar,outdoor; park,chill; romantic,19.0955385,72.9164792,120,4,40,https://www.google.com/maps/search/?api=1&query=19.0955385%2C72.9164792%20(Damodar%20Park)
osm_e792c3705faac69c,starbucks,cafe,Ghatkopar,coffee_shop spot in Ghatkopar,cafe; coffee_shop,chill; fun; romantic,19.0777792,72.9073038,320,4,48,https://www.google.com/maps/search/?api=1&query=19.0777792%2C72.9073038%20(starbucks)
osm_cb5fcce6c2a40019,the belgian waffle,cafe,Ghatkopar,waffle spot in Ghatkopar,cafe; waffle,chill; fun; romantic,19.0799221,72.9063661,320,4,48,https://www.google.com/maps/search/?api=1&query=19.0799221%2C72.9063661%20(the%20belgian%20waffle)
osm_b031c34b217a50c0,99 pancakes,cafe,Ghatkopar,pancake spot in Ghatkopar,cafe; pancake,chill; fun; romantic,19.0798703,72.9057679,320,4,40,https://www.google.com/maps/search/?api=1&query=19.0798703%2C72.9057679%20(99%20pancakes)
osm_fa3c09d4d1c1385d,gupta sandwich,restaurant,Ghatkopar,"pizza, sandwich spot in Ghatkopar",restaurant; pizza; sandwich; yes,fun; romantic,19.0817283,72.9066545,650,4,48,https://www.google.com/maps/search/?api=1&query=19.0817283%2C72.9066545%20(gupta%20sandwich)
osm_cd8e45a529c82087,bhagat tarachand,restaurant,Ghatkopar,indian spot in Ghatkopar,restaurant; indian; yes,fun; romantic,19.0832672,72.9093889,650,4,48,https://www.google.com/maps/search/?api=1&query=19.0832672%2C72.9093889%20(bhagat%20tarachand)
osm_beea08f11431ee6b,majama cafe,cafe,Ghatkopar,"pizza, coffee_shop, burger, indian spot in Ghatkopar",cafe; pizza; coffee_shop; burger,chill; fun; romantic,19.0837372,72.9091122,320,4,40,https://www.google.com/maps/search/?api=1&query=19.0837372%2C72.9091122%20(majama%20cafe)
osm_c7a1e844aaf69118,McDonald's,restaurant,Ghatkopar,burger spot in Ghatkopar,restaurant; fast_food; burger,fun; romantic,19.0869069,72.9089072,650,4,40,https://www.google.com/maps/search/?api=1&query=19.0869069%2C72.9089072%20(McDonald's)
osm_80523655e015be09,Meghdoot Restaurant & Bar,restaurant,Ghatkopar,indian spot in Ghatkopar,restaurant; indian,fun; romantic,19.087103,72.9087019,650,4,40,https://www.google.com/maps/search/?api=1&query=19.087103%2C72.9087019%20(Meghdoot%20Restaurant%20%26%20Bar)
osm_6f89f2dc9989a971,Triospice Restaurant (Roof Top),restaurant,Ghatkopar,"indian, mexican, italian, jain spot in Ghatkopar",restaurant; indian; mexican; italian; yes,fun; romantic,19.0852202,72.9090456,650,4,72,https://www.google.com/maps/search/?api=1&query=19.0852202%2C72.9090456%20(Triospice%20Restaurant%20(Roof%20Top))
osm_42e0ca48a20cf2c6,Bharat Cafe,restaurant,Ghatkopar,"coffee_shop, pizza, sandwich, western spot in Ghatkopar",restaurant; coffee_shop; pizza; sandwich; yes,fun; romantic,19.0856764,72.9074165,650,4,72,https://www.google.com/maps/search/?api=1&query=19.0856764%2C72.9074165%20(Bharat%20Cafe)
osm_d6a572baa0a117b1,INOX Neelyog,activity,Ghatkopar,cinema in Ghatkopar,activity; cinema,fun; adventure,19.0852012,72.9091331,700,4,40,https://www.google.com/maps/search/?api=1&query=19.0852012%2C72.9091331%20(INOX%20Neelyog)
osm_5618d206b3987874,POPULAR CAFE,cafe,Ghatkopar,indian spot in Ghatkopar,cafe; indian,chill; fun; romantic,19.0821532,72.9099141,320,4,48,https://www.google.com/maps/search/?api=1&query=19.0821532%2C72.9099141%20(POPULAR%20CAFE)
osm_762b48f581a22f7c,Agarwal Juice Centre,restaurant,Ghatkopar,"juice, sandwich, milkshakes spot in Ghatkopar",restaurant; fast_food; juice; sandwich; milkshakes,fun; romantic,19.0789209,72.9088516,650,4,40,https://www.google.com/maps/search/?api=1&query=19.0789209%2C72.9088516%20(Agarwal%20Juice%20Centre)
osm_9ae0db67e5b00c80,Achija Restaurant,restaurant,Ghatkopar,restaurant in Ghatkopar,restaurant,fun; romantic,19.0801689,72.9054558,650,4,40,https://www.google.com/maps/search/?api=1&query=19.0801689%2C72.9054558%20(Achija%20Restaurant)
osm_d441cd25aff51590,Gurukrupa Restaurant,restaurant,Ghatkopar,restaurant in Ghatkopar,restaurant,fun; romantic,19.079705,72.9061157,650,4,40,https://www.google.com/maps/search/?api=1&query=19.079705%2C72.9061157%20(Gurukrupa%20Restaurant)
osm_247a8dd69d2318b0,Scoop,cafe,Ghatkopar,ice cream in Ghatkopar,cafe; ice_cream,chill; fun,19.0803945,72.9084234,320,4,40,https://www.google.com/maps/search/?api=1&query=19.0803945%2C72.9084234%20(Scoop)
osm_a1c1f6421181cdbe,Hotel Popular,restaurant,Ghatkopar,"regional, punjabi, south_indian, sandwich spot in Ghatkopar",restaurant; regional; punjabi; south_indian,fun; romantic,19.0821099,72.9099078,650,4,40,https://www.google.com/maps/search/?api=1&query=19.0821099%2C72.9099078%20(Hotel%20Popular)
osm_44dcf4add5845de1,Odeon Garden,outdoor,Ghatkopar,park in Ghatkopar,outdoor; park,chill; romantic,19.0807327,72.9107148,120,4,48,https://www.google.com/maps/search/?api=1&query=19.0807327%2C72.9107148%20(Odeon%20Garden)
osm_3093be3cd15c08e0,Baskin-Robbins,cafe,Ghatkopar,ice_cream spot in Ghatkopar,cafe; ice_cream; yes,chill; fun,19.079278,72.9059879,320,4,50,https://www.google.com/maps/search/?api=1&query=19.079278%2C72.9059879%20(Baskin-Robbins)
osm_3969476f1fee9f3f,Cafe Coffee Day,cafe,Ghatkopar,coffee_shop spot in Ghatkopar,cafe; coffee_shop,chill; fun; romantic,19.0790665,72.9057221,320,4,58,https://www.google.com/maps/search/?api=1&query=19.0790665%2C72.9057221%20(Cafe%20Coffee%20Day)
osm_e825f49f482da9c7,Jai Bhavani Restaurant,restaurant,Ghatkopar,restaurant in Ghatkopar,restaurant,fun; romantic,19.0945851,72.8981416,650,4,40,https://www.google.com/maps/search/?api=1&query=19.0945851%2C72.8981416%20(Jai%20Bhavani%20Restaurant)
osm_9fdfbcc1bae8fab4,Bhau Vada Pav,restaurant,Ghatkopar,fast food in Ghatkopar,restaurant; fast_food,fun; romantic,19.0863549,72.908522,650,4,48,https://www.google.com/maps/search/?api=1&query=19.0863549%2C72.908522%20(Bhau%20Vada%20Pav)
osm_449e4c80070e1776,The Spice Court,restaurant,Ghatkopar,restaurant in Ghatkopar,restaurant; no,fun; romantic,19.095671,72.9143464,650,4,40,https://www.google.com/maps/search/?api=1&query=19.095671%2C72.9143464%20(The%20Spice%20Court)
osm_8df98d9b338e37cd,Bhakari Ghar,restaurant,Ghatkopar,indian spot in Ghatkopar,restaurant; indian,fun; romantic,19.087102,72.9114295,650,4,40,https://www.google.com/maps/search/?api=1&query=19.087102%2C72.9114295%20(Bhakari%20Ghar)
